nom;description;frequence_maj;derniere_maj;echelle_spatiale;url_informations;url_telechargement;format_telechargement;besoin_decoupe;licence;source;notes;taille
bd_carto;La BD CARTO® est une description vectorielle homogène des différents éléments du paysage avec une précision décamétrique.;Annuel;15.09.2024;France;https://geoservices.ign.fr/bdcarto; https://data.geopf.fr/telechargement/download/BDCARTO/BDCARTO_5-0_TOUSTHEMES_SHP_LAMB93_D067_2024-09-15/BDCARTO_5-0_TOUSTHEMES_SHP_LAMB93_D067_2024-09-15.7z;7zip contenant plusieurs shp;oui;etalab-2.0;ign;Note : ne pas utiliser. La BD Topo contient les mêmes informations mais avec plus de détails;177 mb (après extraction)
bornes_ve;Fichier consolidé des Bornes de Recharge pour Véhicules Électriques;Quotidien;21.05.2025;France;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/;https://www.data.gouv.fr/fr/datasets/r/7eee8f09-5d1b-4f48-a304-5e99e8da1e26;geojson;oui;etalab-2.0;data.gouv.fr;Géométrie : points;312,5 mb
zfe_aires;Base nationale consolidée des Zones à Faibles Émissions – Aires;Non précisé;15.04.2025;France;https://www.data.gouv.fr/fr/datasets/base-nationale-consolidee-des-zones-a-faibles-emissions/;https://www.data.gouv.fr/fr/datasets/r/673a16bf-49ec-4645-9da2-cf975d0aa0ea;geojson;oui;etalab-2.0;data.gouv.fr;Géométrie : polygones;1,6 mb
zfe_voies;Base nationale consolidée des Zones à Faibles Émissions – Voies d’exception;Non précisé;15.04.2025;France;https://www.data.gouv.fr/fr/datasets/base-nationale-consolidee-des-zones-a-faibles-emissions/;https://www.data.gouv.fr/fr/datasets/r/3a5d0c66-aef9-4d68-841f-4fe81c9de980;geojson;oui;etalab-2.0;data.gouv.fr;Géométrie : linéaires;8 mb
stationnements_velo;Base Nationale du Stationnement Cyclable - Export OpenStreetMap;Quotidien;20.05.2025;France;https://transport.data.gouv.fr/datasets/stationnements-cyclables-issus-dopenstreetmap#dataset-top;https://geodatamine.fr/dump/bicycle_parking_geojson.zip;zip contenant un geojson;oui;etalab-2.0;osm;Géométrie : points et polygones;78,9 mb
stations_service;Prix des carburants en France - Flux quotidien ;Quotidien;20.05.2025;France;https://www.data.gouv.fr/fr/datasets/prix-des-carburants-en-france-flux-quotidien-1/;https://www.data.gouv.fr/fr/datasets/r/3cfb6aa9-d878-4627-beb7-a9431a449e64;geojson;oui;etalab-2.0;data.gouv.fr;Géométrie : points;110,1 mb
signalisation_verticale;Localisation des supports de la signalisation verticale permanente, et types de panneaux et panonceaux associés. Inclut les feux tricolores;Non précisé;01.05.2025;EMS;https://data.strasbourg.eu/explore/dataset/signalisation_verticale/information/?sort=-registre;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/signalisation_verticale/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;oui;etalab-2.0;data.strasbourg.eu;Géométrie : points. A découper, quelques entrées légèrement en dehors de l’EMS;18,3 mb
gtfs_ems;Flux GTFS des bus et tram dans l’EMS. Contient diverses informations comme les horaires des arrêts;Mensuel;16.05.2025;EMS;https://opendata.cts-strasbourg.eu/;https://opendata.cts-strasbourg.eu/google_transit.zip;zip contenant des .txt à renommer en .csv;non;etalab-2.0;opendata.cts-strasbourg.eu;;40,7 mb
stations_velos;Stations de gonflage et station "outils" mises à disposition des cyclistes;Aucune;29.12.2021;EMS;https://data.strasbourg.eu/explore/dataset/stations_velo/information/?disjunctive.type;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/stations_velo/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;etalab-2.0;opendata.cts-strasbourg.eu;Géométrie : points;15,5 kb
autoreparation_velos;'Export OpenStreetMap des ateliers d''autoréparation de vélo dans l''Eurométropole de Strasbourg. ';Hebdomadaire;26.05.2025;EMS;https://data.strasbourg.eu/explore/dataset/ateliers-d-autoreparation-de-velo/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/ateliers-d-autoreparation-de-velo/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;non;odbl;opendata.cts-strasbourg.eu;Géométrie : points;3,1 kb
admin_express;Le découpage administratif du territoire français (commune, arrondissement départemental, département, région…);Mensuel;12.05.2025;France;https://geoservices.ign.fr/adminexpress;https://data.geopf.fr/telechargement/download/ADMIN-EXPRESS/ADMIN-EXPRESS_4-0__GPKG_LAMB93_FXX_2025-05-12/ADMIN-EXPRESS_4-0__GPKG_LAMB93_FXX_2025-05-12.7z;gpkg;non;etalab-2.0;ign;Géométrie : polygones;1,02 gb
entrees_sorties_parkings;Entrées et sorties sur les parkings de l’EMS;Journalier;-;EMS;https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-p-r-occupation-frequentation-sorties-avec-entree/;https://opendata.cts-strasbourg.eu/parkings/;.csv;non;etalab-2.0;cts;Aucune géométrie, La taille est d’environ 170 kb par jour;170 kb
parkings_relais;Base nationale des parcs relais;Aucune;05.04.2023;France;https://transport.data.gouv.fr/datasets/base-nationale-des-parkings-relais-experimentation#dataset-top;https://transport.data.gouv.fr/resources/79896/download;.csv;oui;etalab-2.0;data.gouv.fr;La base n’est plus mise à jour, mais elle semble être la seule source d’information sur les parkings relais en France. Crs : 4326;51,2 kb
accidents_2023_usagers;Bases de données annuelles des accidents corporels de la circulation routière - Années de 2005 à 2023 ;Aucune;23.10.2024;France;https://www.data.gouv.fr/fr/datasets/bases-de-donnees-annuelles-des-accidents-corporels-de-la-circulation-routiere-annees-de-2005-a-2023/#/resources;https://www.data.gouv.fr/fr/datasets/r/68848e2a-28dd-4efc-9d5f-d512f7dbe66f;.csv;oui;etalab-2.0;data.gouv.fr;Les données pré et post 2018 ne peuvent être comparées sur le nombre de blessés hospitalisés;13,3 mb
accidents_2023_vehicules;Bases de données annuelles des accidents corporels de la circulation routière - Années de 2005 à 2023 ;Aucune;23.10.2024;France;https://www.data.gouv.fr/fr/datasets/bases-de-donnees-annuelles-des-accidents-corporels-de-la-circulation-routiere-annees-de-2005-a-2023/#/resources;https://www.data.gouv.fr/fr/datasets/r/146a42f5-19f0-4b3e-a887-5cd8fbef057b;.csv;oui;etalab-2.0;data.gouv.fr;Les données pré et post 2018 ne peuvent être comparées sur le nombre de blessés hospitalisés;6,1 mb
accidents_2023_lieux;Bases de données annuelles des accidents corporels de la circulation routière - Années de 2005 à 2023 ;Aucune;23.10.2024;France;https://www.data.gouv.fr/fr/datasets/bases-de-donnees-annuelles-des-accidents-corporels-de-la-circulation-routiere-annees-de-2005-a-2023/#/resources;https://www.data.gouv.fr/fr/datasets/r/8bef19bf-a5e4-46b3-b5f9-a145da4686bc;.csv;oui;etalab-2.0;data.gouv.fr;Les données pré et post 2018 ne peuvent être comparées sur le nombre de blessés hospitalisés;6,8 mb
accidents_2023_caract;Bases de données annuelles des accidents corporels de la circulation routière - Années de 2005 à 2023 ;Aucune;28.10.2024;France;https://www.data.gouv.fr/fr/datasets/bases-de-donnees-annuelles-des-accidents-corporels-de-la-circulation-routiere-annees-de-2005-a-2023/#/resources;https://www.data.gouv.fr/fr/datasets/r/104dbb32-704f-4e99-a71e-43563cb604f2;.csv;oui;etalab-2.0;data.gouv.fr;Les données pré et post 2018 ne peuvent être comparées sur le nombre de blessés hospitalisés;6,3 mb
insee_pop_2021_iris;Recensement de la population en 2021 – Données à l’IRIS;Aucune;15.10.2024;France;https://www.insee.fr/fr/statistiques/8268806;https://www.insee.fr/fr/statistiques/fichier/8268806/base-ic-evol-struct-pop-2021_csv.zip;zip contenant un .csv;oui;etalab-2.0;insee;Données à l’IRIS : besoin de les joindre à la géométrie IRIS (pas contenu ici), puis les désagréger sur un carroyage de 200 m²;54 kb
insee_rev_dec_2021_iris;Filosofi – Base Iris sur les revenus déclarés;Aucune;31.07.2024;France;https://www.insee.fr/fr/statistiques/8229323;https://www.insee.fr/fr/statistiques/fichier/8229323/BASE_TD_FILO_IRIS_2021_DEC_CSV.zip;zip contenant un .csv;oui;etalab-2.0;insee;Données à l’IRIS : besoin de les joindre à la géométrie IRIS (pas contenu ici), puis les désagréger sur un carroyage de 200 m²;4,41 kb
insee_rev_dis_2021_iris;Filosofi – Base Iris sur les revenus disponibles;Aucune;31.07.2024;France;https://www.insee.fr/fr/statistiques/8229323;https://www.insee.fr/fr/statistiques/fichier/8229323/BASE_TD_FILO_IRIS_2021_DISP_CSV.zip;zip contenant un .csv;oui;etalab-2.0;insee;Données à l’IRIS : besoin de les joindre à la géométrie IRIS (pas contenu ici), puis les désagréger sur un carroyage de 200 m²;4,68 kb
insee_rev_2021_com;Filosofi – Base niveau communes 2021;Aucune;29.01.2024;France;https://www.insee.fr/fr/statistiques/7756855?sommaire=7756859;https://www.insee.fr/fr/statistiques/fichier/7756855/indic-struct-distrib-revenu-2021-COMMUNES_csv.zip;zip contenant des csv;oui;etalab-2.0;insee;Données à l’IRIS : besoin de les joindre à la géométrie IRIS (pas contenu ici), puis les désagréger sur un carroyage de 200 m²;155 mb
insee_activite_2021_iris;La base infracommunale « Activité des résidents » fournit des données sur les caractéristiques des actifs (sexe, âge, catégorie socio-professionnelle), des salariés et non-salariés (sexe et âge) – 2021;Aucune;15.10.2024;France;https://www.insee.fr/fr/statistiques/8268843;https://www.insee.fr/fr/statistiques/fichier/8268843/base-ic-activite-residents-2021_csv.zip;zip contenant un .csv;oui;etalab-2.0;insee;Données à l’IRIS : besoin de les joindre à la géométrie IRIS (pas contenu ici), puis les désagréger sur un carroyage de 200 m²;97,7 mb
ems_bruits_2022;'Carte de bruit des zones exposées au bruit routier pour l''indicateur Lden (jour, soir, nuit). Millésime 2022';Aucune;18.12.2024;EMS;https://data.strasbourg.eu/explore/dataset/bruit_route_a_ld_2022/information/;https://data.strasbourg.eu/api/explore/v2.1/catalog/datasets/bruit_route_a_ld_2022/exports/geojson?lang=fr&timezone=Europe%2FBerlin;geojson;oui;etalab-2.0;data.strasbourg.eu;'Géométrie : MultiPolygon. Crs : 4326. Le champ ‘valeur’ décrit le nombre de db  (''0-50'', ''50-55'', ''55-60'', ''60-65'', ''65-70'', ''70-75'', ''>=75'')';47,5 mb
